recall_target,recall_mean,recall_std,recall_min,recall_max,precision_mean,precision_std,precision_min,precision_max,false_positive_reduction_mean,false_positive_reduction_std,false_positive_reduction_min,false_positive_reduction_max,workload_reduction_mean,workload_reduction_std,workload_reduction_min,workload_reduction_max,n_mean,kept_mean,rejected_mean
0.9,0.895535562016286,0.011530861348555858,0.8790188929400067,0.9157965644998316,0.6980874904433432,0.01137515462531088,0.6825878190548396,0.7224587546567323,0.6094467412174331,0.018228615520281335,0.5850677238189627,0.6417038818275507,0.35592710249122217,0.012216839531897422,0.3384049490051831,0.3761912723624812,5981.0,3852.2,2128.8
0.95,0.9500252322460859,0.007954525786508505,0.9407166123778502,0.9683544303797469,0.6623945741130919,0.012693927848222732,0.6464739884393064,0.6886027658559848,0.5117584526620533,0.021107356749691518,0.48573346760657937,0.5513569220199245,0.27988630663768604,0.011842501240856866,0.2578164186590871,0.29911386055843503,5981.0,4307.0,1674.0
0.97,0.9703444063498236,0.005251568066084162,0.9621186724773718,0.9766822118587608,0.6451073975667383,0.014756478685567165,0.6242282307856079,0.6687725631768953,0.4614699195104217,0.030055213413927296,0.4075193017791205,0.50033760972316,0.24464136432034778,0.01630022605990268,0.21467981942818926,0.2645042635010868,5981.0,4517.8,1463.2
