recall_target,keep_fraction_mean,keep_fraction_std,keep_fraction_min,keep_fraction_max,reject_fraction_mean,reject_fraction_std,reject_fraction_min,reject_fraction_max,anomaly_bucket_fraction_mean,anomaly_bucket_fraction_std,anomaly_bucket_fraction_min,anomaly_bucket_fraction_max,anomaly_bucket_count_mean,anomaly_bucket_count_min,anomaly_bucket_count_max
0.9,0.6440728975087778,0.012216839531897429,0.6238087276375188,0.661595050994817,0.1961210499916402,0.013497513182123022,0.17856545728139106,0.2176893496070891,0.15980605249958202,0.002568273680683957,0.1539876274870423,0.16251462966059188,955.8,921,972
0.95,0.720113693362314,0.011842501240856876,0.700886139441565,0.7421835813409129,0.120080254138104,0.013149171511414471,0.09780973081424511,0.14479184082929275,0.15980605249958202,0.002568273680683957,0.1539876274870423,0.16251462966059188,955.8,921,972
0.97,0.7553586356796522,0.01630022605990266,0.7354957364989132,0.7853201805718107,0.08483531182076576,0.017016115467439405,0.054673131583347266,0.10499916401939476,0.15980605249958202,0.002568273680683957,0.1539876274870423,0.16251462966059188,955.8,921,972
